DATE,TMAX,TMIN
2012/5/30,80,57
2012/5/31,80,62
2012/6/1,75,62
2012/6/2,82,64
2012/6/3,77,62
2012/6/4,89,66
2012/6/5,91,69
2012/6/6,87,69
2012/6/7,89,69
2012/6/8,91,71
2012/6/9,89,64
2012/6/10,84,59
2012/6/11,89,64
2012/6/12,84,64
2012/6/13,80,62
2012/6/14,80,62
2012/6/15,84,64
2012/6/16,95,71
2012/6/17,100,75
2012/6/18,98,75
2012/6/19,91,75
2012/6/20,89,73
2012/6/21,89,73
2012/6/22,87,73
2012/6/23,86,71
2012/6/24,78,68
2012/6/25,82,71
2012/6/26,78,71
2012/6/27,80,71
2012/6/28,77,68
2012/6/29,78,66
2012/6/30,91,73
2012/7/1,95,75
2012/7/2,95,73
2012/7/3,95,75
2012/7/4,86,71
2012/7/5,87,71
2012/7/6,89,73
2012/7/7,82,75
2012/7/8,86,77
2012/7/9,86,71
2012/7/10,87,73
2012/7/11,93,73
2012/7/12,89,71
2012/7/13,86,73
2012/7/14,87,69
2012/7/15,91,71
2012/7/16,93,73
2012/7/17,93,75
2012/7/18,89,73
2012/7/19,89,77
2012/7/20,91,78
2012/7/21,86,75
2012/7/22,91,71
2012/7/23,91,75
2012/7/24,86,77
2012/7/25,82,73
2012/7/26,82,75
2012/7/27,82,77
2012/7/28,80,73
2012/7/29,93,75
2012/7/30,87,71
2012/7/31,77,66
2012/8/1,75,69
2012/8/2,84,73
2012/8/3,82,73
2012/8/4,89,73
2012/8/5,87,75
2012/8/6,89,77
2012/8/7,89,77
2012/8/8,84,75
2012/8/9,95,71
2012/8/10,91,77
2012/8/11,84,73
2012/8/12,82,69
2012/8/13,86,71
2012/8/14,80,66
2012/8/15,87,68
2012/8/16,87,73
2012/8/17,84,71
2012/8/18,82,71
2012/8/19,87,71
2012/8/20,86,69
2012/8/21,84,62
2012/8/22,82,60
2012/8/23,86,66
2012/8/24,84,66
2012/8/25,86,68
2012/8/26,84,71
2012/8/27,80,71
2012/8/28,89,73
2012/8/29,93,73
2012/8/30,93,77
2012/8/31,87,75
2012/9/1,84,66
2012/9/2,78,62
2012/9/3,78,59
2012/9/4,78,57
2012/9/5,80,60
2012/9/6,75,64
2012/9/7,78,64
2012/9/8,80,64
2012/9/9,84,68
2012/9/10,80,69
2012/9/11,77,64
2012/9/12,77,59
2012/9/13,75,53
2012/9/14,77,55
2012/9/15,78,57
2012/9/16,80,59
2012/9/17,84,59
2012/9/18,84,59
2012/9/19,84,60
2012/9/20,84,64
2012/9/21,77,62
2012/9/22,80,62
2012/9/23,82,62
2012/9/24,78,64
2012/9/25,71,59
2012/9/26,78,60
2012/9/27,73,57
2012/9/28,71,53
2012/9/29,77,53
2012/9/30,77,53
2012/10/1,80,53
2012/10/2,77,59
2012/10/3,78,55
2012/10/4,75,59
2012/10/5,75,53
2012/10/6,77,53
2012/10/7,77,55
2012/10/8,77,57
2012/10/9,73,50
2012/10/10,71,50
2012/10/11,71,53
2012/10/12,75,55
2012/10/13,68,46
2012/10/14,64,48
2012/10/15,62,51
2012/10/16,62,42
2012/10/17,64,39
2012/10/18,68,44
2012/10/19,68,48
2012/10/20,69,50
2012/10/21,59,46
2012/10/22,64,39
2012/10/23,69,44
2012/10/24,71,46
2012/10/25,71,50
2012/10/26,64,53
2012/10/27,73,44
2012/10/28,62,46
2012/10/29,59,37
2012/10/30,55,39
2012/10/31,57,37
2012/11/1,59,39
2012/11/2,59,44
2012/11/3,51,33
2012/11/4,39,32
2012/11/5,50,30
2012/11/6,53,37
2012/11/7,53,33
2012/11/8,53,35
2012/11/9,50,37
2012/11/10,39,32
2012/11/11,42,28
2012/11/12,46,32
2012/11/13,44,28
2012/11/14,50,26
2012/11/15,44,35
2012/11/16,51,30
2012/11/17,50,32
2012/11/18,51,37
2012/11/19,50,30
2012/11/20,50,32
2012/11/21,48,37
2012/11/22,48,28
2012/11/23,42,24
2012/11/24,44,30
2012/11/25,46,30
2012/11/26,42,26
2012/11/27,42,30
2012/11/28,41,24
2012/11/29,39,30
2012/11/30,37,21
2012/12/1,33,23
2012/12/2,35,26
2012/12/3,37,21
2012/12/4,33,23
2012/12/5,32,17
2012/12/6,30,19
2012/12/7,30,17
2012/12/8,26,14
2012/12/9,35,17
2012/12/10,32,19
2012/12/11,32,23
2012/12/12,37,26
2012/12/13,33,28
2012/12/14,33,28
2012/12/15,35,28
2012/12/16,30,15
2012/12/17,32,19
2012/12/18,30,21
2012/12/19,28,24
2012/12/20,35,17
2012/12/21,23,6
2012/12/22,28,12
2012/12/23,28,12
2012/12/24,28,14
2012/12/25,26,15
2012/12/26,26,17
2012/12/27,24,15
2012/12/28,28,12
2012/12/29,28,15
2012/12/30,26,10
2012/12/31,21,6
2013/1/1,23,6
2013/1/2,28,12
2013/1/3,30,12
2013/1/4,30,15
2013/1/5,32,15
2013/1/6,30,14
2013/1/7,32,14
2013/1/8,32,17
2013/1/9,37,19
2013/1/10,35,19
2013/1/11,35,21
2013/1/12,32,23
2013/1/13,33,21
2013/1/14,33,17
2013/1/15,35,17
2013/1/16,35,21
2013/1/17,35,24
2013/1/18,28,21
2013/1/19,37,21
2013/1/20,35,19
2013/1/21,32,23
2013/1/22,37,17
2013/1/23,30,17
2013/1/24,33,17
2013/1/25,35,23
2013/1/26,39,24
2013/1/27,37,24
2013/1/28,32,26
2013/1/29,32,26
2013/1/30,39,19
2013/1/31,35,21
2013/2/1,32,24
2013/2/2,35,19
2013/2/3,35,21
2013/2/4,35,12
2013/2/5,26,12
2013/2/6,28,17
2013/2/7,32,21
2013/2/8,32,21
2013/2/9,30,21
2013/2/10,35,19
2013/2/11,42,24
2013/2/12,39,21
2013/2/13,39,23
2013/2/14,39,24
2013/2/15,44,24
2013/2/16,37,19
2013/2/17,35,19
2013/2/18,41,21
2013/2/19,42,26
2013/2/20,44,24
2013/2/21,48,28
2013/2/22,42,28
